cnae_classe;regiao_administrativa;saldo
Obras portuárias, marítimas e fluviais;Bauru;    -6
Obras portuárias, marítimas e fluviais;Campinas;     5
Obras portuárias, marítimas e fluviais;Ribeirão Preto;     9
Obras portuárias, marítimas e fluviais;Santos;     8
Obras portuárias, marítimas e fluviais;São Paulo;   108
Obras portuárias, marítimas e fluviais;Sorocaba;     1
Operadoras de televisão por assinatura por cabo;Araçatuba;    -2
Operadoras de televisão por assinatura por cabo;Bauru;    -3
Operadoras de televisão por assinatura por cabo;Campinas;    14
Operadoras de televisão por assinatura por cabo;Franca;    -2
Operadoras de televisão por assinatura por cabo;Itapeva;     2
Operadoras de televisão por assinatura por cabo;Marília;    -1
Operadoras de televisão por assinatura por cabo;Presidente Prudente;     5
Operadoras de televisão por assinatura por cabo;Região Administrativa Central;   -14
Operadoras de televisão por assinatura por cabo;Registro;     6
Operadoras de televisão por assinatura por cabo;Ribeirão Preto;    -6
Operadoras de televisão por assinatura por cabo;Santos;    -4
Operadoras de televisão por assinatura por cabo;São José do Rio Preto;   -19
Operadoras de televisão por assinatura por cabo;São José dos Campos;   -11
Operadoras de televisão por assinatura por cabo;São Paulo;  -127
Operadoras de televisão por assinatura por cabo;Sorocaba;   -23
Operadoras de televisão por assinatura por satélite;São Paulo;     3
Operadores turísticos;Araçatuba;    -3
Operadores turísticos;Barretos;    -3
Operadores turísticos;Bauru;    -6
Operadores turísticos;Campinas;   -14
Operadores turísticos;Franca;     0
Operadores turísticos;Itapeva;    -1
Operadores turísticos;Marília;    -2
Operadores turísticos;Presidente Prudente;     0
Operadores turísticos;Região Administrativa Central;    -1
Operadores turísticos;Ribeirão Preto;    -3
Operadores turísticos;Santos;    -1
Operadores turísticos;São José dos Campos;     1
Operadores turísticos;São Paulo;  -267
Operadores turísticos;Sorocaba;    -5
Organismos internacionais e outras instituições extraterritoriais;São Paulo;   -43
Organismos internacionais e outras instituições extraterritoriais;Sorocaba;    -3
Outras atividades de prestação de serviços de informação não especificadas anteriormente;Araçatuba;     0
Outras atividades de prestação de serviços de informação não especificadas anteriormente;Bauru;     0
Outras atividades de prestação de serviços de informação não especificadas anteriormente;Campinas;   -20
Outras atividades de prestação de serviços de informação não especificadas anteriormente;Franca;   -15
Outras atividades de prestação de serviços de informação não especificadas anteriormente;Marília;   -14
Outras atividades de prestação de serviços de informação não especificadas anteriormente;Presidente Prudente;     0
Outras atividades de prestação de serviços de informação não especificadas anteriormente;Região Administrativa Central;    -1
Outras atividades de prestação de serviços de informação não especificadas anteriormente;Registro;    -2
Outras atividades de prestação de serviços de informação não especificadas anteriormente;Ribeirão Preto;     0
Outras atividades de prestação de serviços de informação não especificadas anteriormente;Santos;     3
Outras atividades de prestação de serviços de informação não especificadas anteriormente;São José do Rio Preto;    -2
Outras atividades de prestação de serviços de informação não especificadas anteriormente;São José dos Campos;   -37
Outras atividades de prestação de serviços de informação não especificadas anteriormente;São Paulo;   -26
Outras atividades de prestação de serviços de informação não especificadas anteriormente;Sorocaba;    -1
Outras atividades de serviços financeiros não especificadas anteriormente;Bauru;   -24
Outras atividades de serviços financeiros não especificadas anteriormente;Campinas;     4
Outras atividades de serviços financeiros não especificadas anteriormente;Ribeirão Preto;    17
Outras atividades de serviços financeiros não especificadas anteriormente;São José do Rio Preto;    12
Outras atividades de serviços financeiros não especificadas anteriormente;São Paulo;   -43
Outras atividades de telecomunicações;Araçatuba;    -2
Outras atividades de telecomunicações;Barretos;    40
Outras atividades de telecomunicações;Bauru;    39
Outras atividades de telecomunicações;Campinas;    -9
Outras atividades de telecomunicações;Franca;    11
Outras atividades de telecomunicações;Itapeva;    12
Outras atividades de telecomunicações;Marília;     0
Outras atividades de telecomunicações;Presidente Prudente;    -1
Outras atividades de telecomunicações;Região Administrativa Central;     1
Outras atividades de telecomunicações;Registro;     1
Outras atividades de telecomunicações;Ribeirão Preto;    49
Outras atividades de telecomunicações;Santos;     6
Outras atividades de telecomunicações;São José do Rio Preto;    21
Outras atividades de telecomunicações;São José dos Campos;    26
Outras atividades de telecomunicações;São Paulo;  -207
Outras atividades de telecomunicações;Sorocaba;    32
Outras sociedades de participação, exceto holdings;Araçatuba;     1
Outras sociedades de participação, exceto holdings;Bauru;     1
Outras sociedades de participação, exceto holdings;Campinas;    14
Outras sociedades de participação, exceto holdings;Franca;    -2
Outras sociedades de participação, exceto holdings;Marília;    -4
Outras sociedades de participação, exceto holdings;Ribeirão Preto;    -3
Outras sociedades de participação, exceto holdings;Santos;    -7
Outras sociedades de participação, exceto holdings;São José do Rio Preto;    11
Outras sociedades de participação, exceto holdings;São José dos Campos;     1
Outras sociedades de participação, exceto holdings;São Paulo;    60
Outras sociedades de participação, exceto holdings;Sorocaba;    -4
Outros tipos de alojamento não especificados anteriormente;Araçatuba;     2
Outros tipos de alojamento não especificados anteriormente;Barretos;     3
Outros tipos de alojamento não especificados anteriormente;Bauru;     0
Outros tipos de alojamento não especificados anteriormente;Campinas;   -32
Outros tipos de alojamento não especificados anteriormente;Franca;    -1
Outros tipos de alojamento não especificados anteriormente;Itapeva;     0
Outros tipos de alojamento não especificados anteriormente;Marília;    -3
Outros tipos de alojamento não especificados anteriormente;Presidente Prudente;     2
Outros tipos de alojamento não especificados anteriormente;Região Administrativa Central;   -23
Outros tipos de alojamento não especificados anteriormente;Registro;     1
Outros tipos de alojamento não especificados anteriormente;Ribeirão Preto;    -1
Outros tipos de alojamento não especificados anteriormente;Santos;   -38
Outros tipos de alojamento não especificados anteriormente;São José do Rio Preto;    -4
Outros tipos de alojamento não especificados anteriormente;São José dos Campos;  -148
Outros tipos de alojamento não especificados anteriormente;São Paulo;   -92
Outros tipos de alojamento não especificados anteriormente;Sorocaba;   -49
Parques de diversão e parques temáticos;Araçatuba;    18
Parques de diversão e parques temáticos;Barretos;   -50
Parques de diversão e parques temáticos;Bauru;     1
Parques de diversão e parques temáticos;Campinas;  -248
Parques de diversão e parques temáticos;Itapeva;    -1
Parques de diversão e parques temáticos;Marília;    -4
Parques de diversão e parques temáticos;Presidente Prudente;    -8
Parques de diversão e parques temáticos;Região Administrativa Central;    -2
Parques de diversão e parques temáticos;Registro;     1
Parques de diversão e parques temáticos;Ribeirão Preto;   -29
Parques de diversão e parques temáticos;Santos;   -13
Parques de diversão e parques temáticos;São José do Rio Preto;    -9
Parques de diversão e parques temáticos;São José dos Campos;   -13
Parques de diversão e parques temáticos;São Paulo;  -441
Parques de diversão e parques temáticos;Sorocaba;   -49
Perfurações e sondagens;Araçatuba;     2
Perfurações e sondagens;Bauru;    -1
Perfurações e sondagens;Campinas;    -2
Perfurações e sondagens;Marília;    -2
Perfurações e sondagens;Presidente Prudente;    15
Perfurações e sondagens;Região Administrativa Central;    -8
Perfurações e sondagens;Registro;    -3
Perfurações e sondagens;Ribeirão Preto;    -3
Perfurações e sondagens;São José do Rio Preto;     6
Perfurações e sondagens;São José dos Campos;    -1
Perfurações e sondagens;São Paulo;   -17
Perfurações e sondagens;Sorocaba;     1
Pesca em água doce;Campinas;     2
Pesca em água doce;São Paulo;     1
Pesca em água doce;Sorocaba;    -1
Pesca em água salgada;Santos;    27
Pesca em água salgada;São Paulo;    13
Pesquisa e desenvolvimento experimental em ciências físicas e naturais;Araçatuba;    -1
Pesquisa e desenvolvimento experimental em ciências físicas e naturais;Barretos;    -1
Pesquisa e desenvolvimento experimental em ciências físicas e naturais;Bauru;     0
Pesquisa e desenvolvimento experimental em ciências físicas e naturais;Campinas;   -13
Pesquisa e desenvolvimento experimental em ciências físicas e naturais;Itapeva;     0
Pesquisa e desenvolvimento experimental em ciências físicas e naturais;Marília;     1
Pesquisa e desenvolvimento experimental em ciências físicas e naturais;Região Administrativa Central;     0
Pesquisa e desenvolvimento experimental em ciências físicas e naturais;Registro;     7
Pesquisa e desenvolvimento experimental em ciências físicas e naturais;Ribeirão Preto;     2
Pesquisa e desenvolvimento experimental em ciências físicas e naturais;Santos;     2
Pesquisa e desenvolvimento experimental em ciências físicas e naturais;São José dos Campos;     6
Pesquisa e desenvolvimento experimental em ciências físicas e naturais;São Paulo;   -11
Pesquisa e desenvolvimento experimental em ciências físicas e naturais;Sorocaba;    34
Pesquisa e desenvolvimento experimental em ciências sociais e humanas;Bauru;    -1
Pesquisa e desenvolvimento experimental em ciências sociais e humanas;Campinas;    -1
Pesquisa e desenvolvimento experimental em ciências sociais e humanas;São José do Rio Preto;    -2
Pesquisa e desenvolvimento experimental em ciências sociais e humanas;São José dos Campos;    -5
Pesquisa e desenvolvimento experimental em ciências sociais e humanas;São Paulo;    13
Pesquisas de mercado e de opinião pública;Araçatuba;    47
Pesquisas de mercado e de opinião pública;Campinas;   -11
Pesquisas de mercado e de opinião pública;Região Administrativa Central;     2
Pesquisas de mercado e de opinião pública;São José do Rio Preto;    -1
